C,SF,FA,SL,MK,Fine_Agg,Coarse_Agg,W,SP,L,D,Fiber_Volume_pct,CS,W_C_ratio,Total_Binder,Total_Fiber,SF_C_ratio,W_Binder_ratio,Fiber_Aspect_Ratio
340.0,0.0,60.0,0.0,0.0,744.0,1116.0,140.0,4.0,35.0,0.546875,0.5,68.3,0.4117647046712803,400.0,0.5,0.0,0.349999999125,63.99988297164256
340.0,0.0,60.0,0.0,0.0,739.0,1108.0,140.0,4.0,35.0,0.546875,1.0,71.7,0.4117647046712803,400.0,1.0,0.0,0.349999999125,63.99988297164256
340.0,0.0,60.0,0.0,0.0,734.0,1100.0,140.0,4.0,35.0,0.546875,1.5,72.7,0.4117647046712803,400.0,1.5,0.0,0.349999999125,63.99988297164256
280.0,0.0,120.0,0.0,0.0,742.0,1114.0,140.0,4.0,0.0,0.0,0.0,63.6,0.4999999982142857,400.0,0.0,0.0,0.349999999125,0.0
280.0,0.0,120.0,0.0,0.0,740.0,1109.0,140.0,4.0,35.0,0.546875,0.2500636942675159,80.4,0.4999999982142857,400.0,0.2500636942675159,0.0,0.349999999125,63.99988297164256
280.0,0.0,120.0,0.0,0.0,737.0,1106.0,140.0,4.0,35.0,0.546875,0.5,81.5,0.4999999982142857,400.0,0.5,0.0,0.349999999125,63.99988297164256
280.0,0.0,120.0,0.0,0.0,732.0,1097.0,140.0,4.0,35.0,0.546875,1.0,79.6,0.4999999982142857,400.0,1.0,0.0,0.349999999125,63.99988297164256
280.0,0.0,120.0,0.0,0.0,726.0,1090.0,140.0,4.0,35.0,0.546875,1.5,78.5,0.4999999982142857,400.0,1.5,0.0,0.349999999125,63.99988297164256
420.0,0.0,0.0,0.0,0.0,811.0,1006.0,172.0,0.0,0.0,0.0,0.0,42.3,0.40952380854875287,420.0,0.0,0.0,0.40952380854875287,0.0
420.0,0.0,0.0,0.0,0.0,811.0,1006.0,172.0,2.1,60.0,0.8,0.4777070063694267,42.7,0.40952380854875287,420.0,0.4777070063694267,0.0,0.40952380854875287,74.99990625011718
420.0,0.0,0.0,0.0,0.0,811.0,1006.0,172.0,2.52,60.0,0.8,0.7165605095541402,38.1,0.40952380854875287,420.0,0.7165605095541402,0.0,0.40952380854875287,74.99990625011718
420.0,0.0,0.0,0.0,0.0,811.0,1006.0,172.0,2.52,60.0,0.8,0.9554140127388536,35.1,0.40952380854875287,420.0,0.9554140127388536,0.0,0.40952380854875287,74.99990625011718
420.0,0.0,0.0,0.0,0.0,811.0,1006.0,172.0,2.94,60.0,0.8,1.4331210191082804,33.7,0.40952380854875287,420.0,1.4331210191082804,0.0,0.40952380854875287,74.99990625011718
522.0,0.0,58.0,0.0,0.0,688.0,964.0,175.0,0.0,0.0,0.0,0.0,61.8,0.33524904150335433,580.0,0.0,0.0,0.30172413741082044,0.0
522.0,0.0,58.0,0.0,0.0,688.0,964.0,175.0,2.61,60.0,0.8,0.4777070063694267,61.1,0.33524904150335433,580.0,0.4777070063694267,0.0,0.30172413741082044,74.99990625011718
522.0,0.0,58.0,0.0,0.0,688.0,964.0,175.0,3.132,60.0,0.8,0.7165605095541402,61.9,0.33524904150335433,580.0,0.7165605095541402,0.0,0.30172413741082044,74.99990625011718
522.0,0.0,58.0,0.0,0.0,688.0,964.0,175.0,3.132,60.0,0.8,0.9554140127388536,53.9,0.33524904150335433,580.0,0.9554140127388536,0.0,0.30172413741082044,74.99990625011718
522.0,0.0,58.0,0.0,0.0,688.0,964.0,175.0,3.654,60.0,0.8,1.4331210191082804,61.6,0.33524904150335433,580.0,1.4331210191082804,0.0,0.30172413741082044,74.99990625011718
560.0,70.0,70.0,0.0,0.0,578.0,958.0,168.0,0.0,0.0,0.0,0.0,65.9,0.29999999946428574,700.0,0.0,0.12499999977678572,0.23999999965714286,0.0
560.0,70.0,70.0,0.0,0.0,578.0,958.0,168.0,2.8000000000000003,60.0,0.8,0.4777070063694267,72.4,0.29999999946428574,700.0,0.4777070063694267,0.12499999977678572,0.23999999965714286,74.99990625011718
560.0,70.0,70.0,0.0,0.0,578.0,958.0,168.0,3.36,60.0,0.8,0.7165605095541402,72.8,0.29999999946428574,700.0,0.7165605095541402,0.12499999977678572,0.23999999965714286,74.99990625011718
560.0,70.0,70.0,0.0,0.0,578.0,958.0,168.0,3.36,60.0,0.8,0.9554140127388536,72.4,0.29999999946428574,700.0,0.9554140127388536,0.12499999977678572,0.23999999965714286,74.99990625011718
560.0,70.0,70.0,0.0,0.0,578.0,958.0,168.0,3.92,60.0,0.8,1.4331210191082804,62.9,0.29999999946428574,700.0,1.4331210191082804,0.12499999977678572,0.23999999965714286,74.99990625011718
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,0.0,0.0,0.0,22.82,0.5499999984528833,355.5,0.0,0.0,0.5499999984528833,0.0
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,18.3,1.22,0.25,24.29,0.5499999984528833,355.5,0.25,0.0,0.5499999984528833,14.999987704928113
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,18.3,1.22,0.5,26.11,0.5499999984528833,355.5,0.5,0.0,0.5499999984528833,14.999987704928113
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,18.3,1.22,0.75,25.05,0.5499999984528833,355.5,0.75,0.0,0.5499999984528833,14.999987704928113
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,30.5,1.22,0.25,24.16,0.5499999984528833,355.5,0.25,0.0,0.5499999984528833,24.99997950821352
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,30.5,1.22,0.5,30.34,0.5499999984528833,355.5,0.5,0.0,0.5499999984528833,24.99997950821352
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,30.5,1.22,0.75,27.21,0.5499999984528833,355.5,0.75,0.0,0.5499999984528833,24.99997950821352
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,42.7,1.22,0.25,25.82,0.5499999984528833,355.5,0.25,0.0,0.5499999984528833,34.99997131149893
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,42.7,1.22,0.5,27.21,0.5499999984528833,355.5,0.5,0.0,0.5499999984528833,34.99997131149893
355.5,0.0,0.0,0.0,0.0,632.79,1318.905,195.525,0.0,42.7,1.22,0.75,26.24,0.5499999984528833,355.5,0.75,0.0,0.5499999984528833,34.99997131149893
400.0,0.0,0.0,0.0,0.0,756.0,1135.0,140.0,4.0,0.0,0.0,0.0,77.1,0.349999999125,400.0,0.0,0.0,0.349999999125,0.0
400.0,0.0,0.0,0.0,0.0,751.0,1127.0,140.0,4.0,35.0,0.55,0.5,78.2,0.349999999125,400.0,0.5,0.0,0.349999999125,63.636247934094655
400.0,0.0,0.0,0.0,0.0,746.0,1119.0,140.0,4.0,35.0,0.55,1.0,80.5,0.349999999125,400.0,1.0,0.0,0.349999999125,63.636247934094655
400.0,0.0,0.0,0.0,0.0,740.0,1111.0,140.0,4.0,35.0,0.55,1.5,81.0,0.349999999125,400.0,1.5,0.0,0.349999999125,63.636247934094655
340.0,0.0,60.0,0.0,0.0,750.0,1124.0,140.0,4.0,0.0,0.0,0.0,67.8,0.4117647046712803,400.0,0.0,0.0,0.349999999125,0.0
340.0,0.0,60.0,0.0,0.0,744.0,1116.0,140.0,4.0,35.0,0.55,0.5,68.3,0.4117647046712803,400.0,0.5,0.0,0.349999999125,63.636247934094655
340.0,0.0,60.0,0.0,0.0,739.0,1108.0,140.0,4.0,35.0,0.55,1.0,71.7,0.4117647046712803,400.0,1.0,0.0,0.349999999125,63.636247934094655
340.0,0.0,60.0,0.0,0.0,734.0,1100.0,140.0,4.0,35.0,0.55,1.5,72.7,0.4117647046712803,400.0,1.5,0.0,0.349999999125,63.636247934094655
280.0,0.0,120.0,0.0,0.0,742.0,1114.0,140.0,4.0,0.0,0.0,0.0,63.6,0.4999999982142857,400.0,0.0,0.0,0.349999999125,0.0
280.0,0.0,120.0,0.0,0.0,737.0,1106.0,140.0,4.0,35.0,0.55,0.5,64.4,0.4999999982142857,400.0,0.5,0.0,0.349999999125,63.636247934094655
280.0,0.0,120.0,0.0,0.0,732.0,1097.0,140.0,4.0,35.0,0.55,1.0,65.0,0.4999999982142857,400.0,1.0,0.0,0.349999999125,63.636247934094655
280.0,0.0,120.0,0.0,0.0,726.0,1090.0,140.0,4.0,35.0,0.55,1.5,60.7,0.4999999982142857,400.0,1.5,0.0,0.349999999125,63.636247934094655
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,0.0,0.0,0.0,39.9,0.49890109780461295,455.0,0.0,0.0,0.49890109780461295,0.0
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,40.0,0.6153846153846154,0.5,38.2,0.49890109780461295,455.0,0.5,0.0,0.49890109780461295,64.99989437517164
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,40.0,0.6153846153846154,1.0,47.4,0.49890109780461295,455.0,1.0,0.0,0.49890109780461295,64.99989437517164
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,40.0,0.6153846153846154,1.5,38.5,0.49890109780461295,455.0,1.5,0.0,0.49890109780461295,64.99989437517164
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,60.0,0.75,0.5,40.5,0.49890109780461295,455.0,0.5,0.0,0.49890109780461295,79.99989333347555
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,60.0,0.75,1.0,41.1,0.49890109780461295,455.0,1.0,0.0,0.49890109780461295,79.99989333347555
455.0,0.0,0.0,0.0,0.0,803.0,803.0,227.0,1.82,60.0,0.75,1.5,43.6,0.49890109780461295,455.0,1.5,0.0,0.49890109780461295,79.99989333347555
581.0,0.0,0.0,0.0,0.0,803.0,803.0,250.0,2.324,0.0,0.0,0.0,55.5,0.43029259822669086,581.0,0.0,0.0,0.43029259822669086,0.0
581.0,0.0,0.0,0.0,0.0,740.0,740.0,250.0,2.324,40.0,0.6153846153846154,0.5,52.9,0.43029259822669086,581.0,0.5,0.0,0.43029259822669086,64.99989437517164
581.0,0.0,0.0,0.0,0.0,740.0,740.0,250.0,2.324,40.0,0.6153846153846154,1.0,55.3,0.43029259822669086,581.0,1.0,0.0,0.43029259822669086,64.99989437517164
581.0,0.0,0.0,0.0,0.0,740.0,740.0,250.0,2.324,40.0,0.6153846153846154,1.5,58.2,0.43029259822669086,581.0,1.5,0.0,0.43029259822669086,64.99989437517164
581.0,0.0,0.0,0.0,0.0,740.0,740.0,250.0,2.324,60.0,0.75,0.5,52.5,0.43029259822669086,581.0,0.5,0.0,0.43029259822669086,79.99989333347555
581.0,0.0,0.0,0.0,0.0,740.0,740.0,250.0,2.324,60.0,0.75,1.0,52.0,0.43029259822669086,581.0,1.0,0.0,0.43029259822669086,79.99989333347555
581.0,0.0,0.0,0.0,0.0,740.0,740.0,250.0,2.324,60.0,0.75,1.5,50.4,0.43029259822669086,581.0,1.5,0.0,0.43029259822669086,79.99989333347555
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,4.5,30.0,0.6666666666666666,0.3821656050955414,36.12,0.519887953725804,357.0,0.3821656050955414,0.0,0.519887953725804,44.99993250010125
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,6.75,30.0,0.6666666666666666,0.5732484076433121,39.39,0.519887953725804,357.0,0.5732484076433121,0.0,0.519887953725804,44.99993250010125
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,13.5,30.0,0.6666666666666666,0.7643312101910829,42.75,0.519887953725804,357.0,0.7643312101910829,0.0,0.519887953725804,44.99993250010125
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,4.5,60.0,0.75,0.1273885350318471,35.81,0.519887953725804,357.0,0.1273885350318471,0.0,0.519887953725804,79.99989333347555
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,6.75,60.0,0.75,0.3821656050955414,36.0,0.519887953725804,357.0,0.3821656050955414,0.0,0.519887953725804,79.99989333347555
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,9.0,60.0,0.75,0.5732484076433121,34.71,0.519887953725804,357.0,0.5732484076433121,0.0,0.519887953725804,79.99989333347555
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,1.5,60.0,0.9230769230769232,0.1273885350318471,32.99,0.519887953725804,357.0,0.1273885350318471,0.0,0.519887953725804,64.99992958340961
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,6.75,60.0,0.9230769230769232,0.3821656050955414,32.99,0.519887953725804,357.0,0.3821656050955414,0.0,0.519887953725804,64.99992958340961
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,9.0,60.0,0.9230769230769232,0.5732484076433121,34.05,0.519887953725804,357.0,0.5732484076433121,0.0,0.519887953725804,64.99992958340961
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,0.75,50.0,1.1111111111111112,0.3821656050955414,42.23,0.519887953725804,357.0,0.3821656050955414,0.0,0.519887953725804,44.999959500036454
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,6.75,50.0,1.1111111111111112,0.5732484076433121,35.51,0.519887953725804,357.0,0.5732484076433121,0.0,0.519887953725804,44.999959500036454
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,9.0,50.0,1.1111111111111112,0.7643312101910829,43.61,0.519887953725804,357.0,0.7643312101910829,0.0,0.519887953725804,44.999959500036454
357.0,0.0,0.0,0.0,0.0,789.0,1146.0,185.6,0.0,0.0,0.0,0.0,35.29,0.519887953725804,357.0,0.0,0.0,0.519887953725804,0.0
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,60.0,0.9230769230769232,0.2547770700636942,42.33,0.5501749255096942,343.0,0.2547770700636942,0.0,0.5501749255096942,64.99992958340961
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,60.0,0.9230769230769232,0.3566878980891719,40.32,0.5501749255096942,343.0,0.3566878980891719,0.0,0.5501749255096942,64.99992958340961
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,60.0,0.9230769230769232,0.5859872611464968,40.4,0.5501749255096942,343.0,0.5859872611464968,0.0,0.5501749255096942,64.99992958340961
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,59.55,0.744375,0.2547770700636942,40.04,0.5501749255096942,343.0,0.2547770700636942,0.0,0.5501749255096942,79.99989252743237
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,59.55,0.744375,0.3566878980891719,39.81,0.5501749255096942,343.0,0.3566878980891719,0.0,0.5501749255096942,79.99989252743237
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,59.55,0.744375,0.5859872611464968,42.4,0.5501749255096942,343.0,0.5859872611464968,0.0,0.5501749255096942,79.99989252743237
343.0,0.0,0.0,0.0,0.0,857.77,1063.64,188.71,0.0,0.0,0.0,0.0,40.67,0.5501749255096942,343.0,0.0,0.0,0.5501749255096942,0.0
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,0.0,0.0,0.0,28.3,0.49168645963969965,421.0,0.0,0.0,0.49168645963969965,0.0
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,34.0,0.68,0.9936305732484076,29.5,0.49168645963969965,421.0,0.9936305732484076,0.0,0.49168645963969965,49.99992647069636
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,34.0,0.68,1.4904458598726114,33.5,0.49168645963969965,421.0,1.4904458598726114,0.0,0.49168645963969965,49.99992647069636
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,34.0,0.68,1.9872611464968155,30.6,0.49168645963969965,421.0,1.9872611464968155,0.0,0.49168645963969965,49.99992647069636
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,34.0,0.68,2.4840764331210194,29.2,0.49168645963969965,421.0,2.4840764331210194,0.0,0.49168645963969965,49.99992647069636
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,47.6,0.68,0.9936305732484076,29.2,0.49168645963969965,421.0,0.9936305732484076,0.0,0.49168645963969965,69.99989705897491
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,47.6,0.68,1.4904458598726114,35.2,0.49168645963969965,421.0,1.4904458598726114,0.0,0.49168645963969965,69.99989705897491
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,47.6,0.68,1.9872611464968155,32.6,0.49168645963969965,421.0,1.9872611464968155,0.0,0.49168645963969965,69.99989705897491
421.0,0.0,0.0,0.0,0.0,711.0,1006.0,207.0,0.0,47.6,0.68,2.4840764331210194,31.6,0.49168645963969965,421.0,2.4840764331210194,0.0,0.49168645963969965,69.99989705897491
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,0.0,0.0,0.0,26.9,0.48031495936925206,381.0,0.0,0.0,0.48031495936925206,0.0
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,50.0,0.7499625018749062,0.445859872611465,22.5,0.48031495936925206,381.0,0.445859872611465,0.0,0.48031495936925206,66.66991110234054
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,50.0,0.7499625018749062,0.5732484076433121,29.6,0.48031495936925206,381.0,0.5732484076433121,0.0,0.48031495936925206,66.66991110234054
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,50.0,0.7499625018749062,0.0,28.4,0.48031495936925206,381.0,0.0,0.0,0.48031495936925206,66.66991110234054
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,50.0,0.7499625018749062,0.2547770700636942,28.9,0.48031495936925206,381.0,0.2547770700636942,0.0,0.48031495936925206,66.66991110234054
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,50.0,0.7499625018749062,0.3821656050955414,34.9,0.48031495936925206,381.0,0.3821656050955414,0.0,0.48031495936925206,66.66991110234054
381.0,0.0,0.0,0.0,0.0,785.0,1120.0,183.0,1.905,50.0,0.7499625018749062,0.5095541401273885,36.9,0.48031495936925206,381.0,0.5095541401273885,0.0,0.48031495936925206,66.66991110234054
407.0,0.0,0.0,0.0,0.0,814.0,1221.0,183.15,0.0,0.0,0.0,0.0,21.0,0.44999999889434894,407.0,0.0,0.0,0.44999999889434894,0.0
407.0,0.0,0.0,0.0,0.0,814.0,1221.0,183.15,0.0,25.0,0.53,0.5,21.6,0.44999999889434894,407.0,0.5,0.0,0.44999999889434894,47.169722321278634
407.0,0.0,0.0,0.0,0.0,814.0,1221.0,183.15,0.0,25.0,0.53,1.0,22.9,0.44999999889434894,407.0,1.0,0.0,0.44999999889434894,47.169722321278634
407.0,0.0,0.0,0.0,0.0,814.0,1221.0,183.15,0.0,25.0,0.53,1.5,22.9,0.44999999889434894,407.0,1.5,0.0,0.44999999889434894,47.169722321278634
533.33,0.0,0.0,0.0,0.0,685.24,734.42,176.0,3.2,0.0,0.0,0.0,16.0,0.33000206189413295,533.33,0.0,0.0,0.33000206189413295,0.0
533.33,0.0,0.0,0.0,0.0,685.24,734.42,176.0,3.2,30.0,0.8799999999999999,0.4968152866242038,16.5,0.33000206189413295,533.33,0.4968152866242038,0.0,0.33000206189413295,34.0908703512837
533.33,0.0,0.0,0.0,0.0,685.24,734.42,176.0,3.2,30.0,0.8799999999999999,0.9936305732484076,15.0,0.33000206189413295,533.33,0.9936305732484076,0.0,0.33000206189413295,34.0908703512837
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,0.0,0.0,0.0,57.82,0.3499999993304383,522.73,0.0,0.0,0.3499999993304383,0.0
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,50.0,1.24,0.9936305732484076,59.8,0.3499999993304383,522.73,0.9936305732484076,0.0,0.3499999993304383,40.32254812697732
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,25.0,1.24,0.9936305732484076,69.83,0.3499999993304383,522.73,0.9936305732484076,0.0,0.3499999993304383,20.16127406348866
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,50.0,1.24,1.4904458598726114,63.98,0.3499999993304383,522.73,1.4904458598726114,0.0,0.3499999993304383,40.32254812697732
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,25.0,1.24,1.4904458598726114,72.13,0.3499999993304383,522.73,1.4904458598726114,0.0,0.3499999993304383,20.16127406348866
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,50.0,1.24,1.9872611464968155,62.06,0.3499999993304383,522.73,1.9872611464968155,0.0,0.3499999993304383,40.32254812697732
522.73,0.0,0.0,0.0,0.0,705.6855,1108.1876000000002,182.9555,0.0,25.0,1.24,1.9872611464968155,72.82,0.3499999993304383,522.73,1.9872611464968155,0.0,0.3499999993304383,20.16127406348866
400.0,0.0,0.0,0.0,0.0,750.0,1058.0,180.0,4.0,0.0,0.0,0.0,49.8,0.44999999887500003,400.0,0.0,0.0,0.44999999887500003,0.0
400.0,0.0,0.0,0.0,0.0,750.0,1045.0,180.0,6.0,50.0,0.79,0.4968152866242038,53.8,0.44999999887500003,400.0,0.4968152866242038,0.0,0.44999999887500003,63.29105912524161
400.0,0.0,0.0,0.0,0.0,750.0,1031.7,180.0,8.0,50.0,0.79,0.9936305732484076,56.4,0.44999999887500003,400.0,0.9936305732484076,0.0,0.44999999887500003,63.29105912524161
400.0,0.0,0.0,0.0,0.0,750.0,1017.8,180.0,10.0,50.0,0.79,1.4904458598726114,59.7,0.44999999887500003,400.0,1.4904458598726114,0.0,0.44999999887500003,63.29105912524161
270.0,0.0,0.0,0.0,0.0,1062.0,855.0,185.0,3.5,0.0,0.0,0.0,29.4,0.6851851826474623,270.0,0.0,0.0,0.6851851826474623,0.0
270.0,0.0,0.0,0.0,0.0,1057.0,850.0,185.0,3.5,30.0,0.62,0.1273885350318471,30.6,0.6851851826474623,270.0,0.1273885350318471,0.0,0.6851851826474623,48.38701873061495
270.0,0.0,0.0,0.0,0.0,1051.0,846.0,185.0,3.5,30.0,0.62,0.2547770700636942,31.1,0.6851851826474623,270.0,0.2547770700636942,0.0,0.6851851826474623,48.38701873061495
270.0,0.0,0.0,0.0,0.0,1046.0,841.0,185.0,3.5,30.0,0.62,0.3821656050955414,31.5,0.6851851826474623,270.0,0.3821656050955414,0.0,0.6851851826474623,48.38701873061495
270.0,0.0,0.0,0.0,0.0,1040.0,837.0,185.0,3.5,30.0,0.62,0.5095541401273885,31.9,0.6851851826474623,270.0,0.5095541401273885,0.0,0.6851851826474623,48.38701873061495
270.0,0.0,0.0,0.0,0.0,1029.0,828.0,185.0,3.5,30.0,0.62,0.7643312101910829,33.2,0.6851851826474623,270.0,0.7643312101910829,0.0,0.6851851826474623,48.38701873061495
270.0,0.0,0.0,0.0,0.0,1018.0,819.0,185.0,3.5,30.0,0.62,1.019108280254777,33.5,0.6851851826474623,270.0,1.019108280254777,0.0,0.6851851826474623,48.38701873061495
270.0,0.0,0.0,0.0,0.0,1057.0,850.0,185.0,3.5,60.0,0.75,0.1273885350318471,31.1,0.6851851826474623,270.0,0.1273885350318471,0.0,0.6851851826474623,79.99989333347555
270.0,0.0,0.0,0.0,0.0,1051.0,846.0,185.0,3.5,60.0,0.75,0.2547770700636942,31.6,0.6851851826474623,270.0,0.2547770700636942,0.0,0.6851851826474623,79.99989333347555
270.0,0.0,0.0,0.0,0.0,1046.0,841.0,185.0,3.5,60.0,0.75,0.3821656050955414,32.4,0.6851851826474623,270.0,0.3821656050955414,0.0,0.6851851826474623,79.99989333347555
270.0,0.0,0.0,0.0,0.0,1040.0,837.0,185.0,3.5,60.0,0.75,0.5095541401273885,32.9,0.6851851826474623,270.0,0.5095541401273885,0.0,0.6851851826474623,79.99989333347555
270.0,0.0,0.0,0.0,0.0,1029.0,828.0,185.0,3.5,60.0,0.75,0.7643312101910829,34.1,0.6851851826474623,270.0,0.7643312101910829,0.0,0.6851851826474623,79.99989333347555
270.0,0.0,0.0,0.0,0.0,1018.0,819.0,185.0,3.5,60.0,0.75,1.019108280254777,34.7,0.6851851826474623,270.0,1.019108280254777,0.0,0.6851851826474623,79.99989333347555
500.0,0.0,0.0,0.0,0.0,770.0,908.0,205.0,7.0,0.0,0.0,0.0,49.9,0.40999999918,500.0,0.0,0.0,0.40999999918,0.0
500.0,0.0,0.0,0.0,0.0,766.0,902.0,205.0,7.0,30.0,0.62,0.1273885350318471,50.8,0.40999999918,500.0,0.1273885350318471,0.0,0.40999999918,48.38701873061495
500.0,0.0,0.0,0.0,0.0,761.0,898.0,205.0,7.0,30.0,0.62,0.2547770700636942,51.8,0.40999999918,500.0,0.2547770700636942,0.0,0.40999999918,48.38701873061495
500.0,0.0,0.0,0.0,0.0,756.0,892.0,205.0,7.0,30.0,0.62,0.3821656050955414,52.2,0.40999999918,500.0,0.3821656050955414,0.0,0.40999999918,48.38701873061495
500.0,0.0,0.0,0.0,0.0,752.0,886.0,205.0,7.0,30.0,0.62,0.5095541401273885,53.2,0.40999999918,500.0,0.5095541401273885,0.0,0.40999999918,48.38701873061495
500.0,0.0,0.0,0.0,0.0,743.0,876.0,205.0,7.0,30.0,0.62,0.7643312101910829,54.2,0.40999999918,500.0,0.7643312101910829,0.0,0.40999999918,48.38701873061495
500.0,0.0,0.0,0.0,0.0,733.0,864.0,205.0,7.0,30.0,0.62,1.019108280254777,55.5,0.40999999918,500.0,1.019108280254777,0.0,0.40999999918,48.38701873061495
500.0,0.0,0.0,0.0,0.0,766.0,902.0,205.0,7.0,60.0,0.75,0.1273885350318471,52.4,0.40999999918,500.0,0.1273885350318471,0.0,0.40999999918,79.99989333347555
500.0,0.0,0.0,0.0,0.0,761.0,898.0,205.0,7.0,60.0,0.75,0.2547770700636942,52.7,0.40999999918,500.0,0.2547770700636942,0.0,0.40999999918,79.99989333347555
500.0,0.0,0.0,0.0,0.0,756.0,892.0,205.0,7.0,60.0,0.75,0.3821656050955414,53.9,0.40999999918,500.0,0.3821656050955414,0.0,0.40999999918,79.99989333347555
500.0,0.0,0.0,0.0,0.0,752.0,886.0,205.0,7.0,60.0,0.75,0.5095541401273885,55.0,0.40999999918,500.0,0.5095541401273885,0.0,0.40999999918,79.99989333347555
500.0,0.0,0.0,0.0,0.0,743.0,876.0,205.0,7.0,60.0,0.75,0.7643312101910829,56.1,0.40999999918,500.0,0.7643312101910829,0.0,0.40999999918,79.99989333347555
500.0,0.0,0.0,0.0,0.0,733.0,864.0,205.0,7.0,60.0,0.75,1.019108280254777,56.9,0.40999999918,500.0,1.019108280254777,0.0,0.40999999918,79.99989333347555
471.0,52.0,0.0,0.0,0.0,785.0,960.0,143.0,8.75,0.0,0.0,0.0,75.4,0.3036093411812965,523.0,0.0,0.11040339679319873,0.27342256161869494,0.0
471.0,52.0,0.0,0.0,0.0,781.0,954.0,143.0,8.75,30.0,0.62,0.1273885350318471,76.5,0.3036093411812965,523.0,0.1273885350318471,0.11040339679319873,0.27342256161869494,48.38701873061495
471.0,52.0,0.0,0.0,0.0,776.0,950.0,143.0,8.75,30.0,0.62,0.2547770700636942,77.4,0.3036093411812965,523.0,0.2547770700636942,0.11040339679319873,0.27342256161869494,48.38701873061495
471.0,52.0,0.0,0.0,0.0,772.0,944.0,143.0,8.75,30.0,0.62,0.3821656050955414,78.7,0.3036093411812965,523.0,0.3821656050955414,0.11040339679319873,0.27342256161869494,48.38701873061495
